protein	n_obs	status	singular	messages	var_Run	var_Mixture	sigma2	acquisition	design	level	reference	structure	var_Run:ionID	var_Run:Channel
P33993	2862	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	3.41807933709299e-11	0.0606142678806248	ms3	balanced	psm	drop	mixed	3.1939897427638	0
Q92598	2534	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0364177671876122	ms3	balanced	psm	drop	mixed	2.29241222227765	1.53221038016894e-10
Q15149	22265	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.54134363033654e-11	0	0.0423532284955406	ms3	balanced	psm	drop	mixed	3.21674745640382	2.91654825003916e-05
Q14204	11742	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.48807738180086e-09	0	0.043612328369212	ms3	balanced	psm	drop	mixed	2.35459805356777	0
P52895	376	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.16523477620848e-08	1.26365674613943e-10	0.0297260435249222	ms3	balanced	psm	drop	mixed	1.62985265243475	0
O43818	365	ok	FALSE		2.51343219993985e-08	6.29663446801274e-08	0.120325027748333	ms3	balanced	psm	drop	mixed	2.29232870246123	0.00134313267055744
P43686	1477	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0526099060932727	ms3	balanced	psm	drop	mixed	4.26318444353542	0.000119391992068634
Q8TBC4	495	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.93274065873168e-10	3.96403223645332e-10	0.0741677755535598	ms3	balanced	psm	drop	mixed	2.88407152430045	0.00160166561011956
P62495	1660	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.02096413696509e-08	0	0.0470741753252342	ms3	balanced	psm	drop	mixed	4.33388199844471	4.35806429447896e-11
P40763	800	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0449460828539797	ms3	balanced	psm	drop	mixed	1.88989436438206	3.00695547546363e-16
O15144	994	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.2945147115895e-10	0	0.037583397379642	ms3	balanced	psm	drop	mixed	3.41089709000462	4.83157739005682e-12
P26358	1296	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.11366569637887e-10	0.0146301266905246	0.0557641350665451	ms3	balanced	psm	drop	mixed	1.8481413865844	0.00201537688533983
Q9NRG9	262	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.66712705649789e-11	0	0.0733599792412327	ms3	balanced	psm	drop	mixed	3.54435035032945	0.00829088005520517
P12956	3881	ok	FALSE		1.24326047866049e-08	6.13791959958679e-09	0.0293402985791392	ms3	balanced	psm	drop	mixed	4.81588181049607	0.000123279039139589
P06576	3321	ok	FALSE		8.48481116627972e-09	5.81960031259421e-07	0.0532226156983395	ms3	balanced	psm	drop	mixed	5.43922546833451	0.00031709066319691
P63208	760	ok	FALSE		4.10476200066753e-08	1.38686283526693e-09	0.0717301676637731	ms3	balanced	psm	drop	mixed	3.77349846473767	0.00148546859297263
P08670	4528	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0446827771753671	ms3	balanced	psm	drop	mixed	4.82517782866157	9.89849962225211e-05
Q8TEX9	1127	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.96126773920946e-09	3.58123568188824e-09	0.0868599699934156	ms3	balanced	psm	drop	mixed	3.51573356895033	0
Q9H9B4	1040	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.73507295516019e-09	0	0.0366453465600973	ms3	balanced	psm	drop	mixed	2.24175208541962	2.0237886990177e-06
Q9H0A0	1831	ok	TRUE	boundary (singular) fit: see help('isSingular')	8.6126625597356e-11	0	0.0502445887890819	ms3	balanced	psm	drop	mixed	1.86827806017657	2.25771576616804e-05
P42330	964	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0396961346275743	ms3	balanced	psm	drop	mixed	3.77392756855779	0
P58107	3611	ok	TRUE	boundary (singular) fit: see help('isSingular')	7.18480810733531e-12	0	0.068763928679099	ms3	balanced	psm	drop	mixed	3.24176723102823	0
P00338	2051	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.48910188568063e-11	0	0.0421848481557156	ms3	balanced	psm	drop	mixed	7.33785990984713	0.000920826486715176
P07741	855	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	2.64102787064222e-10	0.0453588837745169	ms3	balanced	psm	drop	mixed	2.41951510633325	0.00012469549340629
Q9Y2X3	1435	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.98923820838164e-09	0	0.0534932929757223	ms3	balanced	psm	drop	mixed	3.66253864478415	0.000834526759726274
Q9H3U1	1315	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	1.60252334543667e-09	0.0775853414681256	ms3	balanced	psm	drop	mixed	2.7538601624907	0.000263811332686155
Q14974	3541	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	5.2662297509513e-09	0.0474107250767011	ms3	balanced	psm	drop	mixed	3.29659002557631	0.00118559422952164
P42704	5087	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	5.71099395477752e-11	0.048772721299868	ms3	balanced	psm	drop	mixed	3.43390174614223	0.000371771249443005
P61978	3080	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0.0213855749104919	0.0393900193191879	ms3	balanced	psm	drop	mixed	5.54308072005381	0.000193366112601815
Q9ULC4	375	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0471646545198169	ms3	balanced	psm	drop	mixed	2.24816281739506	0.00339186391951742
O95232	776	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	9.84377324622961e-11	0.0406835820218098	ms3	balanced	psm	drop	mixed	1.53160568929395	0
O43592	668	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0676390945439434	ms3	balanced	psm	drop	mixed	2.41567097040248	0
O15042	816	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0.0822319005715265	0.0356227660277837	ms3	balanced	psm	drop	mixed	1.01228965718996	1.73265860200167e-11
P21266	1580	ok	TRUE	boundary (singular) fit: see help('isSingular')	5.8010464258069e-12	3.71964319257625e-10	0.0364474132066901	ms3	balanced	psm	drop	mixed	3.73736259049733	0
Q7L2E3	980	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.79395580696389e-09	3.60042685607027e-10	0.0564164621490168	ms3	balanced	psm	drop	mixed	2.61346038937742	0.000714917688398159
P14618	5291	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.046044433847819	ms3	balanced	psm	drop	mixed	5.5780090450856	0.00102904097481449
Q96QK1	1735	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.42777421012743e-11	7.95466675378139e-12	0.0482761665820741	ms3	balanced	psm	drop	mixed	2.86295802315236	0.000133321390940931
P55060	3836	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.92440548166977e-11	0	0.0370770368660441	ms3	balanced	psm	drop	mixed	3.39797144403073	0.000218285908786553
P35270	366	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	6.37927150856359e-08	0.0377379327380843	ms3	balanced	psm	drop	mixed	1.92565712773228	0.00315741284463818
Q9Y3C1	528	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	2.6254286790793e-10	0.0255200175407488	ms3	balanced	psm	drop	mixed	1.0658499016526	4.01588781517871e-05
Q12769	1335	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.051518571766676	ms3	balanced	psm	drop	mixed	1.87737106936631	0
P55084	1372	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0374921401731531	ms3	balanced	psm	drop	mixed	2.14393743235903	0.000277243138174515
O75844	720	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.19388687851362e-08	0	0.0264813256795609	ms3	balanced	psm	drop	mixed	2.09070118856883	0.000945889777707746
O75533	3264	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	8.18066350742727e-10	0.0487847812889828	ms3	balanced	psm	drop	mixed	2.93809624545265	0
Q14152	4533	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0406056294525578	ms3	balanced	psm	drop	mixed	3.04663245977083	0
P53992	876	ok	FALSE		6.43582102731966e-09	1.78723367730269e-06	0.0404859560454211	ms3	balanced	psm	drop	mixed	1.63251658497817	0.000630392046570127
O00629	559	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.87200089578566e-10	6.36142253250577e-09	0.0632494760181181	ms3	balanced	psm	drop	mixed	1.42898334624868	0
Q969S9	320	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.119998971865064	ms3	balanced	psm	drop	mixed	1.58266318158066	0.0111198685017531
P27105	875	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0494040555870454	ms3	balanced	psm	drop	mixed	3.40396063161127	0.000137832634280146
Q15363	795	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0601160405547495	ms3	balanced	psm	drop	mixed	6.21200419630894	0
P14866	2114	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	4.87003174831838e-14	0.0445624376053344	ms3	balanced	psm	drop	mixed	5.70986762976179	0
P41250	2134	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0410717737804218	ms3	balanced	psm	drop	mixed	2.60097557689929	0
Q08J23	3167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0.00995739221818502	0.0345994366016908	ms3	balanced	psm	drop	mixed	2.75028908177273	0
P61313	1120	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.14244193146533e-11	6.06631474509965e-11	0.0198376724046577	ms3	balanced	psm	drop	mixed	3.80423793594762	0.000652935592825533
P22626	3449	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	5.09879610540971e-11	0.0556023298845925	ms3	balanced	psm	drop	mixed	7.13122834983009	0
P22234	1590	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.039339436609253	0	0.0321484044322258	ms3	balanced	psm	drop	mixed	3.37151431145143	5.45577262203592e-05
Q9UBT2	1631	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0444840685665873	ms3	balanced	psm	drop	mixed	2.29684746253703	0
P14209	327	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0.0428923956456326	0.0839681511448464	ms3	balanced	psm	drop	mixed	2.04163954304651	0.00360907044496833
Q13409	968	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0789291551853624	ms3	balanced	psm	drop	mixed	2.64215112403721	0
P49588	3225	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	8.94576717652465e-09	0.0412703387519465	ms3	balanced	psm	drop	mixed	3.73032362488772	0
P24539	960	ok	FALSE		3.26972126948752e-10	0.0307714392964935	0.0295184676482808	ms3	balanced	psm	drop	mixed	1.93815826716373	0.000463780521237848
P04792	1678	ok	TRUE	boundary (singular) fit: see help('isSingular')	6.63272529159173e-11	0.0218362807769815	0.0451322663919325	ms3	balanced	psm	drop	mixed	3.93708042130188	7.37389229989816e-05
Q16891	1990	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.33086380577834e-11	1.0202157616154e-09	0.0393540022583373	ms3	balanced	psm	drop	mixed	2.86759271378677	0
Q9Y2R0	392	ok	TRUE	boundary (singular) fit: see help('isSingular')	5.54094521502471e-09	3.8103864808222e-10	0.0435862808339829	ms3	balanced	psm	drop	mixed	0.905032529973543	0
P49411	2792	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.01989888186878e-07	1.36773201971121e-10	0.0392143909327505	ms3	balanced	psm	drop	mixed	3.56484212660111	0.000779218448949922
Q16543	792	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.0311603460939454	0	0.03972839875483	ms3	balanced	psm	drop	mixed	1.84499652464098	0
P08579	435	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0350319415892124	ms3	balanced	psm	drop	mixed	1.84478702284497	0
P62917	1153	ok	FALSE		2.85851230586312e-09	5.45980198789622e-09	0.0411341143799107	ms3	balanced	psm	drop	mixed	5.07358143526866	0.000136367423905485
P36578	2304	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	7.96444946225461e-12	0.0288145876736016	ms3	balanced	psm	drop	mixed	4.50114711559762	0.000435905664740376
P60174	2025	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.02427957840525e-09	2.18150213319107e-10	0.0260986731902105	ms3	balanced	psm	drop	mixed	5.22133139300007	0.000900448857651525
O00422	477	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	8.90543665772542e-09	0.0547651257866049	ms3	balanced	psm	drop	mixed	3.18654302850247	0
Q9NVI7	528	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0404028234147609	ms3	balanced	psm	drop	mixed	1.71821993325843	0.000256704753669486
Q9H845	1119	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.30329489860294e-10	7.83037192828494e-11	0.0594165671716308	ms3	balanced	psm	drop	mixed	2.26024828010328	0.00175657923492685
P13489	1047	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.47403024393499e-10	2.94036910344647e-10	0.0530366561107849	ms3	balanced	psm	drop	mixed	1.41755352421721	0.00112840829686931
Q9UQ80	2175	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.45445836125758e-09	2.39013335666216e-10	0.0363989058462799	ms3	balanced	psm	drop	mixed	4.19927094589662	0.000366586526747452
P27797	2569	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	5.98959555992168e-11	0.0369096144291124	ms3	balanced	psm	drop	mixed	7.75329095935953	0.00053161425737253
P06748	1926	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	6.79043890587232e-11	0.031738816225622	ms3	balanced	psm	drop	mixed	5.73311599491025	1.08812966105216e-05
Q9P0L0	1119	ok	TRUE	boundary (singular) fit: see help('isSingular')	5.01769111477993e-11	0	0.0572531497543187	ms3	balanced	psm	drop	mixed	4.49518588566493	0
Q8NBS9	1280	ok	TRUE	boundary (singular) fit: see help('isSingular')	8.5276495700636e-12	9.25109453109713e-12	0.0342704366679705	ms3	balanced	psm	drop	mixed	1.91021411179403	0
P05787	4716	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.374418323631e-10	6.55891621990617e-10	0.0431079321727902	ms3	balanced	psm	drop	mixed	5.513806274494	0
P47756	1107	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0528588755352875	ms3	balanced	psm	drop	mixed	4.02749877052003	0
P36871	2227	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0490110039286113	ms3	balanced	psm	drop	mixed	3.23090318385329	0
P30044	1134	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.02583524187764e-10	0	0.0339504684742143	ms3	balanced	psm	drop	mixed	6.09992979716549	0.000250330784208893
P55036	504	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0679882284023312	ms3	balanced	psm	drop	mixed	4.52942671961924	0.000573764621404221
P07900	3041	ok	TRUE	boundary (singular) fit: see help('isSingular')	6.31530136125057e-10	9.95542535714306e-11	0.0683198069293732	ms3	balanced	psm	drop	mixed	5.36826673016461	0.000184472744670116
Q07065	1791	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.7030149049631e-10	0	0.0481670810627403	ms3	balanced	psm	drop	mixed	2.84955554006793	0
P08238	2217	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0811997964957422	ms3	balanced	psm	drop	mixed	7.83904796286495	0.000518881146302285
O60610	1616	ok	TRUE	boundary (singular) fit: see help('isSingular')	7.42570546141975e-11	0	0.0706644262547659	ms3	balanced	psm	drop	mixed	3.29789458178406	0.00021430588700423
P62937	1292	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	1.86107628829566e-08	0.043243286083349	ms3	balanced	psm	drop	mixed	6.75378516002936	0.00143277587424123
Q9UBI6	456	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	4.68971353886756e-09	0.0293067978565191	ms3	balanced	psm	drop	mixed	4.5764651674432	2.17131335260602e-11
P11021	3694	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.7784526639864e-08	0	0.0372174695031601	ms3	balanced	psm	drop	mixed	4.56583484211234	3.47662147329775e-05
Q15366	967	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0602207121735063	ms3	balanced	psm	drop	mixed	4.60133639881041	3.05315692029969e-05
Q01518	1845	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.55029664140523e-10	0	0.0335047004955474	ms3	balanced	psm	drop	mixed	3.24551723088761	7.42583539037391e-05
P61221	1829	ok	TRUE	boundary (singular) fit: see help('isSingular')	5.35564771314685e-11	0	0.0552397666762298	ms3	balanced	psm	drop	mixed	2.2629872782129	0.00173160754420744
Q96P70	1663	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0464050722147225	ms3	balanced	psm	drop	mixed	2.8127282353229	0.000442543050873433
P10599	824	ok	FALSE		1.710448516991e-08	1.01818745921729e-08	0.0386583499165495	ms3	balanced	psm	drop	mixed	5.34730276398315	0.000770424188552541
P14324	1178	ok	FALSE		7.22661660700008e-09	0.0498434277029618	0.0476253937284717	ms3	balanced	psm	drop	mixed	4.62077151548923	6.52600677944474e-10
O95777	320	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	7.64018180287002e-09	0.0607792706891748	ms3	balanced	psm	drop	mixed	1.73364870247668	0.00151933665306178
P31689	1578	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	3.44120770490204e-10	0.0975705327544564	ms3	balanced	psm	drop	mixed	6.14958479935092	0.000640068219504595
Q9NZI8	472	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.24114507900299e-10	0.0615991077975109	0.0553313619518122	ms3	balanced	psm	drop	mixed	1.59217900400539	0
Q9GZR7	756	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.063866747834901	ms3	balanced	psm	drop	mixed	1.63779998505122	0
P06733	4393	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.69300132637792e-10	0	0.0305332869795973	ms3	balanced	psm	drop	mixed	6.95199155436276	0.00020716151880343
P50402	741	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0493446585279805	ms3	balanced	psm	drop	mixed	3.59333091936106	0.000423951328682018
Q9Y3F4	1248	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.17293099137338e-11	0	0.0290310597069004	ms3	balanced	psm	drop	mixed	3.94090164601283	0.000579832727691825
P00387	824	ok	FALSE		2.09291814515017e-08	1.99923833085381e-08	0.038313888400262	ms3	balanced	psm	drop	mixed	2.72743539979376	8.58695633187414e-05
O75694	1778	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.84460431885237e-09	4.8531748470956e-10	0.0554390009754493	ms3	balanced	psm	drop	mixed	2.72637873986198	0
P07910	612	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0410703351517077	ms3	balanced	psm	drop	mixed	6.58272693497326	0
P11498	2614	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0462191497875713	ms3	balanced	psm	drop	mixed	2.10335443670168	0
P52948	746	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.32118412438998e-08	0.0170534619079772	0.0604365662133037	ms3	balanced	psm	drop	mixed	2.09087326453014	0
Q9Y266	1791	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0257907680989544	ms3	balanced	psm	drop	mixed	3.32561440736896	0.000288998279260156
P60842	1273	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	6.85939323075168e-08	0.0560592149341343	ms3	balanced	psm	drop	mixed	7.89004843182211	0.000622690556012027
P08865	930	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.00434824743856965	0.0504497647060188	0.0375381820266133	ms3	balanced	psm	drop	mixed	1.854544316057	0
P50454	2096	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.21738186559356e-11	0	0.027890846152831	ms3	balanced	psm	drop	mixed	3.07323762606969	0
Q08211	4486	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	3.94695186270618e-11	0.0431189380454721	ms3	balanced	psm	drop	mixed	3.67324131630072	0.000107745291034712
Q92688	392	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.024491066244681	ms3	balanced	psm	drop	mixed	3.81039618525584	0.00362319871095023
Q14166	874	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0667905882388277	ms3	balanced	psm	drop	mixed	2.23894989019435	0
Q15436	1254	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	7.29445226447778e-11	0.061808735529522	ms3	balanced	psm	drop	mixed	2.82196710066089	0
P02545	5235	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.09231580626113e-11	0	0.0326390881609552	ms3	balanced	psm	drop	mixed	5.06170676997177	0.000156024622683875
Q7L2H7	1120	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	2.95713673778852e-11	0.0406969884250322	ms3	balanced	psm	drop	mixed	2.79057002764966	0.00036443734409253
Q9Y446	148	ok	FALSE		0.00884889990449779	5.74833218435331e-08	0.0479176174347107	ms3	balanced	psm	drop	mixed	0.622592019835433	1.03228434132396e-09
P12277	1438	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.26410464299974e-10	0.0297640325537107	0.0540867939522735	ms3	balanced	psm	drop	mixed	4.7914728613411	0
Q13283	1415	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.08145830613264e-11	6.1879121378496e-09	0.0471484017682957	ms3	balanced	psm	drop	mixed	4.2646884632462	0
P35579	8977	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	5.97309559523597e-11	0.0426044806214753	ms3	balanced	psm	drop	mixed	3.98997982014099	9.76037357484779e-05
Q05682	1555	ok	TRUE	boundary (singular) fit: see help('isSingular')	6.32709969546499e-10	2.66742022620723e-10	0.0646194401686701	ms3	balanced	psm	drop	mixed	3.17110016897364	0
P25705	3124	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.51051548907644e-11	1.11898092677488e-10	0.0431700908827225	ms3	balanced	psm	drop	mixed	5.91449225846619	0
P39748	1050	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.14465195383307e-11	0	0.06593135605589	ms3	balanced	psm	drop	mixed	4.01716898162872	0
P07686	1080	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	4.06941761281666e-09	0.0604800256379029	ms3	balanced	psm	drop	mixed	4.66342523588164	0
P49915	2320	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.64143476757482e-08	0.00765439496026899	0.0452854736145964	ms3	balanced	psm	drop	mixed	2.24161862196553	2.11500299579924e-10
P52209	2620	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0411407909473719	ms3	balanced	psm	drop	mixed	5.46350378019271	0.000447729177668558
P33991	2868	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0466972918492002	ms3	balanced	psm	drop	mixed	3.1946717646861	5.4273518037021e-17
P46940	7033	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.56824192658958e-11	0	0.0403593479471496	ms3	balanced	psm	drop	mixed	3.26592140791604	2.09680483358725e-05
Q9Y295	1031	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.21696329326013e-11	0	0.0358038986663165	ms3	balanced	psm	drop	mixed	1.15273798232196	0
P33316	1200	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.12301243359991e-10	1.66010432589686e-10	0.0359050155729003	ms3	balanced	psm	drop	mixed	4.43247093365275	1.36175857613022e-05
P46063	1368	ok	FALSE		1.98825661241e-09	2.26530108960148e-08	0.0480428172253727	ms3	balanced	psm	drop	mixed	3.88819594156553	0.000963168200133197
P22314	5204	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.97245447326226e-10	0	0.04790897074957	ms3	balanced	psm	drop	mixed	5.00809503818518	0
P38646	4147	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0361874303889394	ms3	balanced	psm	drop	mixed	4.58502283937243	0
Q9Y2B0	437	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.31404285234778e-10	0.163491699131493	0.051267236179509	ms3	balanced	psm	drop	mixed	2.13701166438734	0
P04083	2120	ok	FALSE		0.00881493891152875	3.11530980532698e-09	0.0277190597090702	ms3	balanced	psm	drop	mixed	3.27130853199671	0.000303443191086082
Q92522	520	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.36527450776923e-11	6.03033478755861e-08	0.0276022508879439	ms3	balanced	psm	drop	mixed	1.48522508630866	0.00058019998285369
Q9UI30	416	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.73132419008606e-10	6.43603072969093e-09	0.0537215251155511	ms3	balanced	psm	drop	mixed	1.47958445361055	6.56093496771954e-10
Q99798	1813	ok	TRUE	boundary (singular) fit: see help('isSingular')	7.33195658784933e-09	0	0.0521166896612641	ms3	balanced	psm	drop	mixed	2.82460210749522	1.77008027564507e-05
P51970	288	ok	TRUE	boundary (singular) fit: see help('isSingular')	7.76398894051321e-10	1.76008210818117e-09	0.0384384952415182	ms3	balanced	psm	drop	mixed	0.582769246751366	0
Q9Y5B9	3154	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0489018112613442	ms3	balanced	psm	drop	mixed	2.70577586243046	0.000158849263930286
O00303	976	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0492682468177543	ms3	balanced	psm	drop	mixed	1.95027857443769	0.000631929586348993
P27824	2874	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.36715915153729e-10	0	0.0460224811229986	ms3	balanced	psm	drop	mixed	4.73876815469459	0.00121293367013917
Q15785	1088	ok	TRUE	boundary (singular) fit: see help('isSingular')	7.91169320171321e-08	0	0.0504540900954266	ms3	balanced	psm	drop	mixed	2.00056869579666	0
P27695	1280	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	1.36609449514705e-10	0.0287714644503804	ms3	balanced	psm	drop	mixed	2.83588719192012	0
P13667	2283	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0320612856347097	ms3	balanced	psm	drop	mixed	2.21131643109862	0.000120312089084601
P39656	1167	ok	TRUE	boundary (singular) fit: see help('isSingular')	9.65869618288e-11	9.35005460075822e-11	0.0591916201436588	ms3	balanced	psm	drop	mixed	5.07489676263803	0
Q8NC51	1659	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.45775303187496e-10	1.21750033319862e-10	0.0257751893846011	ms3	balanced	psm	drop	mixed	2.49869615244588	0.000725331652544988
P12429	1335	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0384483480247138	ms3	balanced	psm	drop	mixed	2.16768821932855	0
P28066	853	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.068386477476657	2.24004536683377e-10	0.0369064769498638	ms3	balanced	psm	drop	mixed	2.07321558489933	0
P04406	3778	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.4866211450071e-11	8.21293670339291e-09	0.0349336519008192	ms3	balanced	psm	drop	mixed	5.11612414347131	0.000595569677575946
Q15046	1879	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.05432823605005	ms3	balanced	psm	drop	mixed	3.39327560762886	0
P06493	658	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	3.6806692016267e-11	0.0577083029831399	ms3	balanced	psm	drop	mixed	2.3445270223555	0.000904310335268805
Q07021	861	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.07502602433546e-10	1.49345360077688e-08	0.0598891867491698	ms3	balanced	psm	drop	mixed	5.29007547261858	0.000226635765432939
Q9GZS3	373	ok	TRUE	boundary (singular) fit: see help('isSingular')	0	0	0.0646619968194541	ms3	balanced	psm	drop	mixed	2.71753372623793	1.42781332545431e-11
P27816	2858	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.36870172193094e-08	3.27108905630535e-11	0.0434929516268728	ms3	balanced	psm	drop	mixed	4.19097686139159	0
